,book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
1312,42389,Stephen E. Ambrose,1992.0,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest","Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng,4.42,66079
1313,22463,Charles Darwin,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species,eng,3.97,64162
1314,25179,Craig Thompson,2003.0,Blankets,Blankets,eng,4.06,70454
1315,2731276,David Wroblewski,2008.0,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382
1316,5171,Christina Schwarz,2000.0,Drowning Ruth,Drowning Ruth,eng,3.73,67768
1317,51504,Charles Bukowski,1971.0,Post Office,Post Office,en-US,4.01,59295
1318,469571,Cormac McCarthy,1992.0,All the Pretty Horses,"All the Pretty Horses (The Border Trilogy, #1)",eng,3.97,68451
1320,1237398,"Eiichirō Oda, Andy Nakatani",1997.0,"One Piece, Volume 01","One Piece, Volume 01: Romance Dawn (One Piece, #1)",eng,4.42,67047
1321,29127,Peter S. Beagle,1968.0,The Last Unicorn,"The Last Unicorn (The Last Unicorn, #1)",eng,4.18,76277
1322,769483,Angie Sage,2005.0,Magyk,"Magyk (Septimus Heap, #1)",eng,3.8,86805
1323,781110,Laurie Halse Anderson,2000.0,Fever 1793,Fever 1793,en-US,3.89,81945
1324,1914973,Tana French,2008.0,The Likeness,"The Likeness (Dublin Murder Squad, #2)",eng,4.05,72480
1325,22551730,Erik Larson,2015.0,Dead Wake: The Last Crossing of the Lusitania,Dead Wake: The Last Crossing of the Lusitania,eng,4.07,61439
1326,77270,Rudyard Kipling,1894.0,The Jungle Book,The Jungle Book,eng,3.94,67107
1327,18144124,Terry Hayes,2013.0,I Am Pilgrim,"I Am Pilgrim (Pilgrim, #1)",eng,4.23,49740
1328,6295,"Allen Ginsberg, William Carlos Williams",1956.0,Howl and Other Poems ,Howl and Other Poems,eng,4.14,71968
1329,170548,Richard Carlson,1997.0,Don't Sweat the Small Stuff,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,eng,3.95,63324
1330,11192642,"Adam Mansbach, Ricardo Cortés",2011.0,Go the Fuck to Sleep,Go the Fuck to Sleep,eng,4.26,71816
1331,360,Douglas Adams,1992.0,Mostly Harmless,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",en-US,3.96,72426
1332,10883,Walter Isaacson,2003.0,Benjamin Franklin: An American Life,Benjamin Franklin: An American Life,eng,3.96,70335
1333,8366402,Téa Obreht,2011.0,The Tiger's Wife,The Tiger's Wife,eng,3.37,66104
1334,60510,Maria V. Snyder,2005.0,Poison Study,"Poison Study (Study, #1)",eng,4.16,96417
1335,304027,J.R. Ward,2007.0,Lover Unbound,"Lover Unbound (Black Dagger Brotherhood, #5)",eng,4.33,97514
1336,64222,Terry Pratchett,2004.0,Going Postal,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",eng,4.36,75186
1337,323355,"Anonymous, Joseph Smith Jr.",1830.0,The Book of Mormon,The Book of Mormon: Another Testament of Jesus Christ,eng,4.37,63530
1338,813214,Stephen King,1980.0,The Mist,The Mist,en-US,3.92,82062
1339,17683,Jim Butcher,2005.0,Dead Beat,"Dead Beat (The Dresden Files, #7)",eng,4.43,78123
1340,18966819,Pierce Brown,2015.0,Golden Son,"Golden Son (Red Rising, #2)",eng,4.46,57614
1341,47989,Terry Pratchett,2002.0,Night Watch,"Night Watch (Discworld, #29; City Watch, #6)",eng,4.47,71271
1342,34506,Terry Pratchett,1986.0,The Light Fantastic,"The Light Fantastic (Discworld, #2; Rincewind #2)",en-US,3.94,75196
1343,6516450,Malcolm Gladwell,2009.0,What the Dog Saw and Other Adventures,What the Dog Saw and Other Adventures,eng,3.82,65277
1344,25574782,Karin Slaughter,2015.0,Pretty Girls,Pretty Girls,eng,3.95,60737
1345,944076,Joe Abercrombie,2008.0,Last Argument of Kings,"Last Argument of Kings (The First Law, #3)",eng,4.26,65068
1346,20926278,Stephen King,2014.0,Revival,Revival,en-US,3.75,53662
1347,7779,Dr. Seuss,1954.0,Horton Hears a Who!,Horton Hears a Who!,eng,4.16,80883
1348,817791,Michael   Lewis,2006.0,The Blind Side: Evolution of a Game,The Blind Side: Evolution of a Game,eng,4.16,37792
1349,47624,Garth Nix,2001.0,Lirael,"Lirael (Abhorsen, #2)",en-US,4.29,78903
1350,13139,James Patterson,2006.0,School's Out Forever,"School's Out—Forever (Maximum Ride, #2)",en-US,4.16,90157
1352,13206900,Marissa Meyer,2015.0,Winter,"Winter (The Lunar Chronicles, #4)",eng,4.49,100464
1353,51497,"Robert Louis Stevenson, Robert Mighall",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng,3.94,80299
1355,3428935,Peter V. Brett,2008.0,The Painted Man,"The Warded Man (Demon Cycle, #1)",eng,4.27,64416
1357,220968,Lee Child,2005.0,One Shot,"One Shot (Jack Reacher, #9)",eng,4.2,63335
1358,12893742,Rick Riordan,2012.0,The Serpent's Shadow,"The Serpent's Shadow (Kane Chronicles, #3)",eng,4.28,82757
1359,472343,Stephen King,2008.0,Duma Key,Duma Key,en-US,3.93,73807
1360,1278752,Kate Morton,2006.0,The Shifting Fog,The House at Riverton,eng,3.93,69948
1362,91474,Jim Butcher,2006.0,Proven Guilty,"Proven Guilty (The Dresden Files, #8)",eng,4.41,75133
1364,37380,Carson McCullers,1940.0,The Heart is a Lonely Hunter,The Heart is a Lonely Hunter,eng,3.97,67643
1365,16131484,Rick Yancey,2014.0,The Infinite Sea,"The Infinite Sea (The 5th Wave, #2)",eng,3.94,78314
1366,43545,T.H. White,1958.0,The Once and Future King,The Once and Future King (The Once and Future King #1-4),eng,4.08,76911
1367,34484,Terry Pratchett,1992.0,Small Gods,"Small Gods (Discworld, #13)",en-GB,4.27,72588
1368,368468,Christopher Paul Curtis,1999.0,"Bud, Not Buddy","Bud, Not Buddy",eng,3.89,73000
1370,1713426,Dan Ariely,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Predictably Irrational: The Hidden Forces That Shape Our Decisions,en-US,4.1,61496
1372,125404,Lynne Reid Banks,1980.0,The Indian in the Cupboard,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",eng,3.89,77046
1373,7743175,"Robert Jordan, Brandon Sanderson",2012.0,A Memory of Light,"A Memory of Light (Wheel of Time, #14)",eng,4.5,68410
1374,12700353,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,en-US,3.58,82270
1375,7823678,Jeff Kinney,2010.0,The Ugly Truth,"The Ugly Truth (Diary of a Wimpy Kid, #5)",en-US,4.16,68701
1377,25019,Simon Winchester,1998.0,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words","The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",eng,3.84,71411
1378,13136,"James Patterson, Andrew Gross",2002.0,2nd Chance,"2nd Chance (Women's Murder Club, #2)",eng,4.01,68834
1379,15195,Art Spiegelman,1986.0,The Complete Maus,"The Complete Maus (Maus, #1-2)",en-GB,4.53,76785
1380,27003,Jasper Fforde,2001.0,The Eyre Affair,"The Eyre Affair (Thursday Next, #1)",en-US,3.92,85683
1381,43808,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989.0,Anne Rice's The Vampire Lestat: The Graphic Novel,Anne Rice's The Vampire Lestat: A Graphic Novel,en-GB,4.17,61842
1383,38210,"Dalai Lama XIV, Howard C. Cutler",1998.0,The Art of Happiness: A Handbook for Living,The Art of Happiness,eng,4.14,61498
1384,20819685,David Mitchell,2014.0,The Bone Clocks,The Bone Clocks,eng,3.81,53151
1385,5157,Anna Quindlen,1998.0,Black and Blue,Black and Blue,eng,3.86,67753
1387,5346,John Grisham,2004.0,The Last Juror,The Last Juror,eng,3.85,63114
1388,22284,Chuck Palahniuk,2003.0,Diary,Diary,eng,3.6,58428
1389,11003,Janet Evanovich,2005.0,Eleven on Top,"Eleven on Top (Stephanie Plum, #11)",en-US,4.15,84363
1390,28195,"Cornelia Funke, Anthea Bell",2005.0,Tintenblut,"Inkspell (Inkworld, #2)",eng,3.91,82291
1391,599,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548
1392,30933,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087
1393,91475,Jim Butcher,2007.0,White Night,"White Night (The Dresden Files, #9)",en-US,4.41,73534
1394,18498569,Jessie Burton,2014.0,The Miniaturist,The Miniaturist,eng,3.58,56344
1395,259836,"Margaret Weis, Tracy Hickman",1984.0,Dragons of Autumn Twilight,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",en-US,4.03,76219
1396,37586,Eoin Colfer,2006.0,The Lost Colony,"The Lost Colony (Artemis Fowl, #5)",en-US,4.01,103844
1397,493456,Scott Westerfeld,2006.0,Extras,"Extras (Uglies, #4)",en-US,3.59,85873
1398,144349,John Flanagan,2005.0,The Burning Bridge,"The Burning Bridge (Ranger's Apprentice, #2)",en-US,4.28,74156
1399,16054217,Deborah Harkness,2014.0,The Book of Life,"The Book of Life (All Souls Trilogy, #3)",eng,4.15,63027
1400,615570,Julia Cameron,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,66049
1401,407429,"Jon Scieszka, Lane Smith",1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2,78487
1402,6587879,Joe Hill,2009.0,Horns,Horns,en-US,3.92,66287
1403,10414941,Robert K. Massie,2011.0,Catherine the Great: Portrait of a Woman,Catherine the Great: Portrait of a Woman,en-CA,3.91,66591
1404,6080337,Margaret Atwood,2009.0,The Year of the Flood,"The Year of the Flood  (MaddAddam, #2)",eng,4.05,68597
1405,6668467,Kristin Hannah,2009.0,Winter Garden,Winter Garden,en-GB,4.13,66577
1406,5356,John Grisham,2003.0,The King of Torts,The King of Torts,eng,3.67,61835
1407,711901,"Marcus Luttrell, Patrick Robinson",2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34,46551
1408,3320520,Chetan Bhagat,2008.0,The 3 Mistakes of My Life,The 3 Mistakes of My Life,eng,2.97,53331
1409,16328,Agatha Christie,1926.0,The Murder of Roger Ackroyd,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",eng,4.2,71354
1410,15622,Richard Wright,1940.0,Native Son ,Native Son,eng,3.96,66194
1411,3754016,Brent Weeks,2008.0,Shadow's Edge,"Shadow's Edge (Night Angel, #2)",en-US,4.27,66390
1412,11594257,Veronica Rossi,2011.0,Under the Never Sky,"Under the Never Sky (Under the Never Sky, #1)",en-GB,4.01,74029
1413,3464,Nicholas Sparks,2003.0,True Believer,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",en-US,3.8,62840
1415,8709523,Richelle Mead,2012.0,The Golden Lily,"The Golden Lily (Bloodlines, #2)",en-US,4.36,86929
1416,426775,Lauren Weisberger,2008.0,Chasing Harry Winston,Chasing Harry Winston,eng,3.32,63342
1419,767171,William L. Shirer,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15,64391
1420,10073,Nick Hornby,2005.0,A Long Way Down,A Long Way Down,eng,3.41,59843
1421,106134,"Jeff Smith, Steve Hamaker",1993.0,Out from Boneville,"Out from Boneville (Bone, #1)",eng,4.16,62330
1422,10619,Stephen King,1995.0,Rose Madder,Rose Madder,eng,3.66,70921
1423,220969,Lee Child,1998.0,"Die Trying (Jack Reacher, #2)","Die Trying (Jack Reacher, #2)",en-US,4.0,62128
1424,10757833,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011.0,Beautiful Chaos,"Beautiful Chaos (Caster Chronicles, #3)",en-US,3.95,69709
1426,153025,Joe Hill,2007.0,Heart-Shaped Box,Heart-Shaped Box,en-US,3.82,65005
1427,11254250,Jeff Kinney,2010.0,Cabin Fever,"Cabin Fever (Diary of a Wimpy Kid, #6)",eng,4.21,63347
1429,29547,Lauren Weisberger,2005.0,Everyone Worth Knowing,Everyone Worth Knowing,en-US,3.39,59932
1430,7996,Brian Jacques,1986.0,Redwall,"Redwall (Redwall, #1)",eng,4.11,73918
1431,30474,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,Manifest der Kommunistischen Partei,The Communist Manifesto,eng,3.51,56464
1432,28187230,Ruth Ware,2016.0,The Woman in Cabin 10,The Woman in Cabin 10,eng,3.67,90541
1433,38296,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,67632
1434,228560,William Styron,1979.0,Sophie's Choice,Sophie's Choice,eng,4.18,66923
1435,9417,Sophie Kinsella,2004.0,Shopaholic and Sister,"Shopaholic and Sister (Shopaholic, #4)",eng,3.64,69007
1436,7747064,Julie Kagawa,2010.0,The Iron Daughter,The Iron Daughter,eng,4.13,93340
1437,103610,Bruce H. Wilkinson,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,The Prayer of Jabez:  Breaking Through to the Blessed Life,eng,3.92,57468
1438,12401556,Karen Thompson Walker,2012.0,The Age of Miracles,The Age of Miracles,eng,3.64,61296
1439,1255781,Mitch Albom,2009.0,Have a Little Faith: A True Story,Have a Little Faith: a True Story,en-US,4.16,60002
1440,5084,"Julia Child, Alex Prud'Homme",2006.0,My Life in France,My Life in France,eng,4.16,63100
1441,21844019,Graeme Simsion,2014.0,The Rosie Effect,"The Rosie Effect (Don Tillman, #2)",eng,3.56,27308
1442,11827808,Amish Tripathi,2011.0,The Secret of the Nagas.,The Secret of the Nagas (Shiva Trilogy #2),eng,3.98,50158
1444,331920,Wendelin Van Draanen,2001.0,Flipped,Flipped,en-US,3.94,79264
1447,67035,"Douglas Preston, Lincoln Child",1995.0,Relic,"Relic (Pendergast, #1)",eng,4.01,68011
1448,28,Bill Bryson,1995.0,Notes from a Small Island,Notes from a Small Island,eng,3.91,66947
1449,927979,Jim Butcher,2008.0,Small Favor,"Small Favor (The Dresden Files, #10)",en-US,4.43,70029
1450,6465707,Robert Kirkman,2009.0,The Walking Dead Compendium Volume 1,"The Walking Dead, Compendium 1",eng,4.43,57764
1451,85990,Shannon Hale,2005.0,Princess Academy,"Princess Academy (Princess Academy, #1)",eng,4.01,82470
1452,18692431,"Nicola Yoon, David Yoon",2015.0,"Everything, Everything","Everything, Everything",eng,4.11,132552
1453,7714,George Bernard Shaw,1912.0,Pygmalion,Pygmalion,en-US,3.9,70079
1454,13438524,Barbara Kingsolver,2012.0,Flight Behavior,Flight Behavior,eng,3.75,57078
1455,2146957,Brandon Mull,2008.0,Grip of the Shadow Plague,"Grip of the Shadow Plague (Fablehaven, #3)",eng,4.26,65638
1456,363752,Helen Fielding,1999.0,Bridget Jones: The Edge of Reason,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",eng,3.53,73093
1457,3388,Louis de Bernières,1994.0,Captain Corelli's Mandolin,Corelli's Mandolin,eng,3.95,57583
1458,15924,Nicholas Sparks,2004.0,At First Sight,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",en-US,3.81,62219
1459,24,Bill Bryson,2000.0,Down Under,In a Sunburned Country,eng,4.05,58688
1460,194373,Arthur Conan Doyle,1894.0,The Memoirs of Sherlock Holmes,The Memoirs of Sherlock Holmes,eng,4.32,56918
1461,11529868,Adam Johnson,2012.0,The Orphan Master's Son,The Orphan Master's Son,eng,4.06,52765
1462,44687,David Eddings,1984.0,Enchanters' End Game,"Enchanters' End Game (The Belgariad, #5)",en-US,4.17,69134
1463,991197,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003.0,Persepolis,The Complete Persepolis,en-US,4.36,71353
1464,187181,Chaim Potok,1967.0,The Chosen,The Chosen,eng,4.03,70701
1465,321552,"Irving Stone, שמואל שניצר",1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,The Agony and the Ecstasy,eng,4.09,61256
1467,147865,Cecelia Ahern,2004.0,Where Rainbows End,"Love, Rosie",en-US,3.95,55236
1468,774001,"Peggy Parish, Fritz Siebel",1963.0,Amelia Bedelia,Amelia Bedelia  (Amelia Bedelia #1),eng,4.15,72329
1469,16140036,Jodi Ellen Malpas,2012.0,This Man,"This Man (This Man, #1)",eng,4.13,79461
1470,7723542,W. Bruce Cameron,2010.0,A Dog's Purpose ,"A Dog's Purpose (A Dog's Purpose, #1)",en-US,4.35,65091
1471,20560137,Sabaa Tahir,2015.0,An Ember in the Ashes,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492
1472,1240662,J.R. Ward,2008.0,"Lover Enshrined, part one","Lover Enshrined (Black Dagger Brotherhood, #6)",eng,4.12,87432
1473,15819028,Helene Wecker,2013.0,The Golem and the Jinni,"The Golem and the Jinni (The Golem and the Jinni, #1)",eng,4.1,59650
1475,297792,"Lemony Snicket, Brett Helquist",2003.0,The Slippery Slope,"The Slippery Slope (A Series of Unfortunate Events, #10)",en-US,4.0,81362
1476,31242,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,Bleak House,eng,4.0,67433
1477,775597,Esphyr Slobodkina,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business","Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",eng,4.12,72504
1478,29396,Jim Butcher,2004.0,Furies of Calderon ,"Furies of Calderon (Codex Alera, #1)",eng,4.12,70269
1479,13831,Tamora Pierce,1983.0,Alanna: The First Adventure,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US,4.27,85699
1480,6202342,Audrey Niffenegger,2009.0,Her Fearful Symmetry,Her Fearful Symmetry,en-GB,3.23,63737
1481,22450859,Anita Diamant,2014.0,The Boston Girl,The Boston Girl,eng,3.79,51603
1482,5098079,J.R. Ward,2009.0,"Lover Enshrined, part two","Lover Avenged (Black Dagger Brotherhood, #7)",eng,4.38,84650
1483,77565,Dan Simmons,1990.0,The Fall of Hyperion,"The Fall of Hyperion (Hyperion Cantos, #2)",eng,4.18,63235
1484,21704,James Ellroy,1987.0,The Black Dahlia,"The Black Dahlia (L.A. Quartet, #1)",en-US,3.75,61412
1485,83346,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There","Through the Looking-Glass, and What Alice Found There",eng,4.06,63050
1486,1848,Jung Chang,1991.0,Wild Swans: Three Daughters of China,Wild Swans: Three Daughters of China,en-US,4.23,60193
1487,460548,P.D. Eastman,1961.0,"Go, Dog. Go!","Go, Dog. Go!",eng,4.08,66360
1489,22453035,Stephen King,2015.0,Finders Keepers,"Finders Keepers (Bill Hodges Trilogy, #2)",eng,4.03,36541
1490,6065215,"Guillermo del Toro, Chuck Hogan",2009.0,The Strain,"The Strain (The Strain Trilogy, #1)",en-US,3.77,58631
1491,112204,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,The Complete Poems of Emily Dickinson,eng,4.21,60278
1492,130580,Fred Gipson,1956.0,Old Yeller,"Old Yeller (Old Yeller, #1)",en-US,4.06,69815
1493,773858,Steve Martin,2007.0,Born Standing Up: A Comic's Life,Born Standing Up: A Comic's Life,eng,3.87,60869
1495,147915,George R.R. Martin,2000.0,A Storm of Swords: Part 2 Blood and Gold,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng,4.56,54977
1497,11602,Stephen King,1999.0,Hearts in Atlantis,Hearts in Atlantis,eng,3.8,65063
1500,252499,Philippa Gregory,2003.0,The Queen's Fool,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504
1501,12812550,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746
1502,8682,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277
1503,144350,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)","The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959
1504,10576365,Alexandra Bracken,2012.0,The Darkest Minds,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886
1505,1427,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921
1506,1134122,Norman Vincent Peale,1952.0,The Power of Positive Thinking,The Power of Positive Thinking,eng,4.08,52704
1507,23346377,Ruth Ware,2015.0,"In a Dark, Dark Wood ","In a Dark, Dark Wood",eng,3.65,67344
1508,17728,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,The House of Mirth,eng,3.94,60611
1509,2454986,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477
1510,21535271,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng,3.92,57716
1511,18478222,Solomon Northup,1853.0,Twelve Years a Slave,Twelve Years a Slave,eng,4.15,39758
1512,7046495,J.R. Ward,2010.0,"Lover Avenged, part one","Lover Mine (Black Dagger Brotherhood, #8)",eng,4.41,82824
1513,17780,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259
1514,81227,Ayaan Hirsi Ali,2006.0,Infidel,Infidel,eng,4.2,58432
1515,242472,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586
1516,13281368,Justin Cronin,2012.0,The Twelve,"The Twelve (The Passage, #2)",eng,3.98,56756
1518,827,Neal Stephenson,1995.0,The Diamond Age,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836
1519,164154,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,A Canticle for Leibowitz,eng,3.97,66721
1521,4954833,Colm Tóibín,2009.0,Brooklyn,Brooklyn,eng,3.63,55459
1522,8525590,Lauren DeStefano,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776
1523,27161156,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng,3.99,80737
1524,113435,Robert Jordan,2003.0,Crossroads of Twilight,"Crossroads of Twilight (Wheel of Time, #10)",en-US,3.82,61361
1525,35220,Stephen Crane,1871.0,The Red Badge of Courage,The Red Badge of Courage,eng,3.21,68448
1526,21413662,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236
1527,55399,Steven Erikson,1999.0,Gardens of the Moon,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng,3.85,57993
1528,816720,Paulo Coelho,2006.0,A Bruxa de Portobello,The Witch Of Portobello,eng,3.51,51461
1529,77276,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851
1530,262430,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823
1531,8554005,Jodi Picoult,2011.0,Sing You Home,Sing You Home,en-US,3.76,62494
1532,31336,Anne Rice,1992.0,The Tale of the Body Thief,"The Tale of the Body Thief (The Vampire Chronicles, #4)",en-US,3.7,67267
1533,15158,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973
1534,33676,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436
1535,43892,Terry Goodkind,1996.0,Blood of the Fold,"Blood of the Fold (Sword of Truth, #3)",en-US,3.98,60624
1536,16180,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135
1537,22501028,Anne Tyler,2015.0,A Spool of Blue Thread,A Spool of Blue Thread,eng,3.4,42339
1538,30555488,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052
1539,106085,Melissa de la Cruz,2007.0,Masquerade,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598
1540,8685612,Julie Kagawa,2011.0,The Iron Queen,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373
1541,16034964,Cora Carmack,2012.0,Losing It,"Losing It (Losing It, #1)",eng,3.77,84438
1543,6192,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422
1544,776407,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102
1545,7165300,Brent Weeks,2010.0,The Black Prism,"The Black Prism (Lightbringer, #1)",en-US,4.24,58906
1546,6976,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760
1547,537296,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119
1548,324277,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981
1549,6574102,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834
1550,29437949,B.A. Paris,2016.0,Behind Closed Doors,Behind Closed Doors,eng,3.93,57865
1551,682804,Michael Shaara,1974.0,The Killer Angels,"The Killer Angels (The Civil War Trilogy, #2)",en-US,4.3,58372
1552,30274,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)","Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883
1553,59264,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838
1554,29981,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346
1557,6609765,Sharon M. Draper,2010.0,Out of My Mind,Out of My Mind,en-US,4.37,63756
1558,12716010,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360
1559,8564935,Amanda Hocking,2010.0,Switched,"Switched (Trylle, #1)",eng,3.89,45319
1564,12875355,P.D. James,2012.0,Death Comes to Pemberley,Death Comes to Pemberley,eng,3.21,65906
1565,5246,Edith Wharton,1911.0,Ethan Frome,Ethan Frome,eng,3.35,72421
1566,5205,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347
1567,27362503,Colleen Hoover,2016.0,It Ends with Us,It Ends with Us,eng,4.44,80433
1568,143534,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537
1569,7442,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,en-US,3.92,54848
